DateTime,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,PCT_CHG
2009/8/18,2845.335,2920.639,2827.113,2910.884,10625152600,1.17885E+11,1.402271
2009/8/19,2916.095,2929.063,2761.395,2785.584,11446946400,1.22268E+11,-4.304534
2009/8/20,2798.37,2914.64,2798.37,2911.582,11003908600,1.22097E+11,4.523217
2009/8/21,2905.053,2969.521,2883.273,2960.771,12679030100,1.37911E+11,1.689425
2009/8/24,2982.192,3004.904,2944.923,2993.429,12287572100,1.38834E+11,1.103024
2009/8/25,2980.1,2980.1,2823.637,2915.803,14523618000,1.6095E+11,-2.593213
2009/8/26,2889.735,2995.803,2872.264,2967.595,13042535400,1.43734E+11,1.776252
2009/8/27,2947.827,2988.028,2909.893,2946.395,13674590400,1.45247E+11,-0.714383
2009/8/28,2938.423,2949.432,2843.109,2860.688,12304850000,1.33754E+11,-2.908877
2009/8/31,2817.629,2817.629,2662.997,2667.745,11824625000,1.24637E+11,-6.744636
2009/9/1,2649.168,2727.077,2639.759,2683.724,9804258500,1.01721E+11,0.59897
2009/9/2,2681.33,2729.706,2669.217,2714.974,8393471400,88188217136,1.164427
2009/9/3,2722.305,2854.161,2715.619,2845.024,12989025100,1.38875E+11,4.790101
2009/9/4,2841.171,2875.983,2827.576,2861.609,12888993600,1.42235E+11,0.582948
2009/9/7,2877.622,2919.35,2860,2881.116,13118281200,1.46736E+11,0.681679
2009/9/8,2865.695,2931.23,2831.852,2930.475,12792938400,1.48628E+11,1.71319
2009/9/9,2944.174,2962.287,2900.111,2946.259,13075449400,1.53301E+11,0.538616
2009/9/10,2934.958,2958.954,2911.212,2924.883,10589485700,1.1696E+11,-0.72553
2009/9/11,2917.193,2999.328,2915.904,2989.792,12324666600,1.37963E+11,2.2192
2009/9/14,2990.933,3033.083,2984.835,3026.741,14371122500,1.57102E+11,1.235838
2009/9/15,3029.097,3050.426,2999.433,3033.728,14446775500,1.60037E+11,0.230842
2009/9/16,3027.506,3028.564,2960.591,2999.71,14741577800,1.68334E+11,-1.121327
2009/9/17,3015.586,3064.234,3015.586,3060.26,16074039100,1.78152E+11,2.018528
2009/9/18,3063.309,3068.028,2940.83,2962.667,16807658400,1.81459E+11,-3.189043
2009/9/21,2937.926,2968.701,2871.646,2967.011,13623198000,1.45767E+11,0.146625
2009/9/22,2956.129,2982.895,2896.937,2897.553,12407469900,1.37831E+11,-2.341009
2009/9/23,2897.808,2924.198,2825.859,2842.721,10762636200,1.16787E+11,-1.892355
2009/9/24,2824.583,2886.256,2783.106,2853.554,10254132600,1.10945E+11,0.381079
2009/9/25,2836.699,2864.075,2812.918,2838.842,7516760100,81071372398,-0.515568
2009/9/28,2844.37,2857.948,2752.773,2763.525,7187458600,75489556691,-2.653089
2009/9/29,2763.764,2779.691,2712.299,2754.54,7356553900,74303751663,-0.325128
2009/9/30,2772.569,2803.858,2763.712,2779.426,6483325400,68136299949,0.903454
2009/10/9,2840.131,2912.55,2834.618,2911.715,8554655500,93167970429,4.75958
2009/10/12,2927.021,2932.078,2893.573,2894.483,8818663100,99951801231,-0.591816
2009/10/13,2889.788,2937.824,2886.959,2936.191,7999790400,88547887524,1.440948
2009/10/14,2945.669,3010.611,2943.742,2970.532,12963014800,1.41568E+11,1.169577
2009/10/15,2994.89,3014.26,2967.108,2979.788,9861758700,1.10455E+11,0.311594
2009/10/16,2992.745,3008.179,2931.92,2976.633,9222279900,1.04759E+11,-0.10588
2009/10/19,2974.644,3039.605,2962.307,3038.273,12061559800,1.40591E+11,2.070796
2009/10/20,3062.551,3084.944,3053.643,3084.454,14365118700,1.67161E+11,1.519975
2009/10/21,3080.52,3105.514,3062.56,3070.589,13548277000,1.55155E+11,-0.449512
2009/10/22,3068.678,3080.663,3045.033,3051.412,10303148800,1.19567E+11,-0.624538
2009/10/23,3057.387,3123.463,3057.387,3107.847,13860090200,1.57264E+11,1.849472
2009/10/26,3114.294,3123.364,3083.183,3109.566,11482611800,1.31363E+11,0.055312
2009/10/27,3086.091,3086.091,3020.494,3021.459,12088675700,1.39816E+11,-2.833418
2009/10/28,3014.182,3038.059,2974.258,3031.329,10097313800,1.14191E+11,0.326663
2009/10/29,2975.199,2993.435,2952.014,2960.466,11028223400,1.17302E+11,-2.337688
2009/10/30,3007.25,3027.131,2983.93,2995.848,10479218700,1.17403E+11,1.19515
2009/11/2,2933.817,3077.907,2923.525,3076.649,13728611000,1.54859E+11,2.697099
2009/11/3,3085.744,3121.202,3078.944,3114.227,15055225800,1.70322E+11,1.221394
2009/11/4,3119.313,3141.453,3096.354,3128.537,14537026800,1.63922E+11,0.459504
2009/11/5,3133.505,3158.718,3122.524,3155.053,14546576600,1.55332E+11,0.847553
2009/11/6,3176.137,3183.574,3156.993,3164.037,16349081400,1.80951E+11,0.28475
2009/11/9,3162.146,3176.661,3141.77,3175.585,13918983500,1.5877E+11,0.364977
2009/11/10,3203.171,3211.105,3176.255,3178.61,14244801900,1.62988E+11,0.095258
2009/11/11,3176.311,3186.595,3149.071,3175.192,12682170100,1.4449E+11,-0.107531
2009/11/12,3181.457,3199.869,3163.078,3172.945,13803304700,1.52575E+11,-0.070767
2009/11/13,3164.65,3189.091,3127.502,3187.647,15114749400,1.65544E+11,0.463355
2009/11/16,3206.428,3275.549,3206.428,3275.048,20037898100,2.28237E+11,2.741866
2009/11/17,3291.044,3298.379,3275.305,3282.889,16603730500,1.94756E+11,0.239416
2009/11/18,3287.265,3315.872,3274.212,3303.234,15866395200,1.81542E+11,0.619729
2009/11/19,3311.188,3329.028,3285.805,3320.612,17461964800,1.94728E+11,0.52609
2009/11/20,3309.376,3332.531,3280.184,3308.346,17607402500,2.00567E+11,-0.36939
2009/11/23,3312.974,3339.305,3305.502,3338.663,16953159000,2.03728E+11,0.916379
2009/11/24,3352.22,3361.386,3214.026,3223.526,25021155400,2.90777E+11,-3.448596
2009/11/25,3214.815,3291.173,3188.019,3290.165,18902673700,2.18005E+11,2.06727
2009/11/26,3296.014,3305.327,3160.35,3170.98,21797883800,2.54471E+11,-3.622463
2009/11/27,3137.297,3169.755,3080.885,3096.265,14880272700,1.72027E+11,-2.356212
2009/11/30,3114.29,3195.879,3114.29,3195.301,13886026300,1.60254E+11,3.198563
2009/12/1,3191.058,3240.661,3173.416,3235.363,16527976700,1.91224E+11,1.253779
2009/12/2,3252.979,3278.27,3245.964,3269.752,17505136300,2.03881E+11,1.06291
2009/12/3,3267.995,3270.367,3227.772,3264.628,15921998800,1.89143E+11,-0.156709
2009/12/4,3256.614,3319.129,3214.84,3317.044,21594507200,2.57425E+11,1.605573
2009/12/7,3313.06,3334.011,3302.134,3331.897,13987600100,1.71777E+11,0.447778
2009/12/8,3330.326,3330.382,3260.671,3296.664,13706557300,1.62703E+11,-1.057446
2009/12/9,3258.003,3284.645,3228.204,3239.568,11509503000,1.36332E+11,-1.731933
2009/12/10,3258.354,3276.126,3225.562,3254.264,9430651600,1.12621E+11,0.453641
2009/12/11,3260.448,3280.939,3242.373,3247.318,9154294500,1.0761E+11,-0.213443
2009/12/14,3246.951,3315.034,3178.229,3302.904,11824332100,1.3933E+11,1.711751
2009/12/15,3283.598,3303.176,3267.935,3274.46,10148456700,1.26069E+11,-0.861182
2009/12/16,3262.862,3299.331,3246.607,3255.213,10387351300,1.23169E+11,-0.587792
2009/12/17,3261.608,3272.975,3176.626,3179.078,10564658600,1.23805E+11,-2.338864
2009/12/18,3154.815,3169.582,3108.03,3113.886,10186637600,1.16512E+11,-2.050657
2009/12/21,3108.067,3123.986,3088.003,3122.973,7456812600,90229874547,0.291822
2009/12/22,3126.615,3129.314,3039.858,3050.52,8508078700,99479570549,-2.320001
2009/12/23,3048.199,3078.837,3041.348,3073.777,8005813400,90894879435,0.762395
2009/12/24,3080.874,3156.531,3075.107,3153.41,10240620400,1.23314E+11,2.590721
2009/12/25,3149.226,3154.774,3128.15,3141.353,8454578300,1.01485E+11,-0.382348
2009/12/28,3148.86,3202.087,3148.86,3188.785,9121160800,1.1061E+11,1.509923
2009/12/29,3190.172,3212.516,3166.758,3211.761,10261263700,1.17062E+11,0.720525
2009/12/30,3211.828,3267.001,3206.217,3262.6,12945603900,1.57757E+11,1.582901
2009/12/31,3264.998,3282.211,3250.026,3277.139,11652040200,1.38977E+11,0.445626
2010/1/4,3289.75,3295.279,3243.319,3243.76,10944792700,1.33773E+11,-1.018541
2010/1/5,3254.468,3290.512,3221.462,3282.179,12611506600,1.61858E+11,1.184397
2010/1/6,3277.517,3295.868,3253.044,3254.215,12365138400,1.5804E+11,-0.851995
2010/1/7,3253.991,3268.819,3176.707,3192.776,12865282700,1.5723E+11,-1.887982
2010/1/8,3177.259,3198.92,3149.017,3195.997,9837714700,1.2174E+11,0.100884
2010/1/11,3301.611,3306.751,3197.328,3212.75,13632721600,1.77558E+11,0.524187
2010/1/12,3205.705,3275.202,3180.085,3273.966,14065524100,1.7395E+11,1.905408
2010/1/13,3204.976,3232.818,3165.485,3172.658,15834427800,1.9733E+11,-3.094351
2010/1/14,3183.381,3219.016,3165.596,3215.55,13595450400,1.68004E+11,1.351926
2010/1/15,3217.19,3241.815,3197.221,3224.152,12054113500,1.51442E+11,0.267513
2010/1/18,3213.637,3238.242,3202.207,3237.098,13506723800,1.69761E+11,0.401532
2010/1/19,3242.216,3268.806,3236.839,3246.874,12994353200,1.62673E+11,0.301999
2010/1/20,3252.037,3255.128,3148.334,3151.85,15824311200,1.92662E+11,-2.92663
2010/1/21,3154.189,3176.147,3126.902,3158.863,11433707900,1.42103E+11,0.222504
2010/1/22,3118.724,3147.829,3062.629,3128.588,13775853800,1.63571E+11,-0.958414
2010/1/25,3103.32,3136.999,3092.926,3094.411,7836186200,95145982252,-1.09241
2010/1/26,3094.848,3107.198,3001.956,3019.394,9350709200,1.09257E+11,-2.424274
2010/1/27,3020.54,3028.647,2972.627,2986.607,7655221400,90324580783,-1.08588
2010/1/28,2985.214,3006.039,2963.891,2994.143,7336576700,85654271668,0.252326
2010/1/29,2979.743,3024.848,2968.453,2989.292,8047587500,95656890361,-0.162016
2010/2/1,2981.374,2981.374,2912.887,2941.36,8814711400,1.0376E+11,-1.603457
2010/2/2,2955.753,2990.748,2930.559,2934.713,8248578900,97685864726,-0.225984
2010/2/3,2945.034,3005.131,2890.021,3003.835,10102253700,1.19046E+11,2.355324
2010/2/4,2983.05,3015.126,2968.68,2995.308,9991836400,1.14601E+11,-0.28387
2010/2/5,2936.197,2959.233,2918.909,2939.402,9727498900,1.10882E+11,-1.866452
2010/2/8,2936.452,2954.266,2922.187,2935.174,6329958200,73159983988,-0.143839
2010/2/9,2932.09,2957.474,2929.21,2948.842,6228220700,68112416249,0.465662
2010/2/10,2967.138,2983.179,2958.217,2982.5,5558800500,67017903257,1.141397
2010/2/11,2985.082,3001.636,2976.079,2985.499,5664630500,64892509384,0.100553
2010/2/12,2996.088,3018.858,2993.437,3018.133,5609212400,66931569830,1.093084
2010/2/22,3016.703,3026.659,3002.811,3003.398,6850514300,78744835875,-0.488216
2010/2/23,2998.907,2998.907,2938.753,2982.575,8039285800,98223524247,-0.693315
2010/2/24,2964.984,3023.739,2955.069,3022.177,9291896200,1.05569E+11,1.327779
2010/2/25,3026.656,3063.004,3022.373,3060.618,11967078100,1.38962E+11,1.271964
2010/2/26,3053.498,3067.525,3041.689,3051.943,10129629100,1.21469E+11,-0.283439
2010/3/1,3057.006,3093.095,3054.554,3087.842,11103887800,1.31302E+11,1.176267
2010/3/2,3089.706,3095.992,3060.956,3073.108,10532764700,1.24559E+11,-0.477162
2010/3/3,3074.099,3098.456,3061.467,3097.005,11715651900,1.36522E+11,0.777617
2010/3/4,3098.069,3102.398,3016.215,3023.373,12638388900,1.4494E+11,-2.377523
2010/3/5,3026.639,3044.165,3011.088,3031.065,9225966500,1.05764E+11,0.254418
2010/3/8,3036.415,3058.832,3030.905,3053.232,8101195000,92751540600,0.731327
2010/3/9,3053.26,3084.85,3028.69,3069.141,9238180300,1.0749E+11,0.521054
2010/3/10,3067.15,3085.994,3034.739,3048.927,8461295300,98755804134,-0.658621
2010/3/11,3050.644,3070.935,3025.309,3051.282,7987219500,96185690107,0.07724
2010/3/12,3051.474,3057.519,3011.972,3013.412,7141891200,84352943940,-1.241118
2010/3/15,3010.722,3013.517,2963.494,2976.939,6374976800,74779819309,-1.210356
2010/3/16,2974.487,2993.843,2963.438,2992.841,5962799100,69931647603,0.534173
2010/3/17,2999.815,3050.757,2994.893,3050.479,8708569900,1.0501E+11,1.925862
2010/3/18,3053.158,3063.586,3035.019,3046.089,9137912400,1.08541E+11,-0.143912
2010/3/19,3046.749,3069.662,3031.023,3067.75,8848118900,1.03212E+11,0.711109
2010/3/22,3069.66,3083.345,3061.759,3074.576,9649941100,1.13439E+11,0.222508
2010/3/23,3076.957,3082.965,3051.211,3053.125,9286719000,1.08718E+11,-0.69769
2010/3/24,3058.928,3076.749,3052.213,3056.808,8926636500,1.0352E+11,0.120631
2010/3/25,3051.356,3051.356,3012.308,3019.176,9019054200,1.05285E+11,-1.231088
2010/3/26,3017.215,3067.707,3009.905,3059.715,9307771600,1.08957E+11,1.342717
2010/3/29,3076.048,3130.279,3071.69,3123.798,13189511400,1.55187E+11,2.094411
2010/3/30,3123.832,3132.576,3113.767,3128.468,10243151500,1.25185E+11,0.149498
2010/3/31,3129.574,3130.112,3101.756,3109.105,10114335100,1.22804E+11,-0.618929
2010/4/1,3111.935,3148.344,3111.935,3147.416,12677921300,1.54014E+11,1.23222
2010/4/2,3154.77,3159.598,3141.866,3157.957,12278938300,1.50051E+11,0.33491
2010/4/6,3170.612,3177.968,3141.93,3158.681,11681470300,1.44083E+11,0.022926
2010/4/7,3156.314,3161.081,3132.236,3148.222,10352157000,1.26772E+11,-0.331119
2010/4/8,3143.451,3143.827,3110.256,3118.709,11464338900,1.4218E+11,-0.93745
2010/4/9,3118.926,3146.459,3114.788,3145.347,10542596000,1.34094E+11,0.854135
2010/4/12,3151.888,3156.211,3111.899,3129.263,13796270100,1.75004E+11,-0.511359
2010/4/13,3129.692,3173.634,3101.483,3161.251,14398204000,1.84689E+11,1.022222
2010/4/14,3161.551,3167.658,3145.555,3166.183,10643584700,1.37919E+11,0.156014
2010/4/15,3168.139,3181.663,3135.99,3164.966,10626390800,1.36813E+11,-0.038437
2010/4/16,3159.672,3159.672,3121.366,3130.302,8093491800,1.02904E+11,-1.095241
2010/4/19,3096.785,3096.785,2977.774,2980.297,12936050500,1.56394E+11,-4.79203
2010/4/20,2980.081,2998.913,2941.35,2979.533,10173224900,1.24784E+11,-0.025635
2010/4/21,2984.618,3034.327,2972.096,3033.278,11630851400,1.46028E+11,1.803806
2010/4/22,3021.289,3023.641,2978.457,2999.484,12172666400,1.53338E+11,-1.114108
2010/4/23,2995.568,3015.633,2966.785,2983.537,10351871300,1.35881E+11,-0.531658
2010/4/26,2988.077,2996.828,2965.832,2969.503,8914667500,1.16254E+11,-0.470381
2010/4/27,2962.145,2962.145,2866.342,2907.928,10827127300,1.31159E+11,-2.073579
2010/4/28,2883.167,2916.676,2865.469,2900.331,8374941100,1.04851E+11,-0.261251
2010/4/29,2912.196,2928.93,2867.938,2868.432,8934443400,1.12206E+11,-1.09984
2010/4/30,2867.649,2875.806,2820.949,2870.611,8873444400,1.0599E+11,0.075965
2010/5/4,2821.354,2862.555,2809.132,2835.277,6607984400,78762912100,-1.230888
2010/5/5,2804.514,2857.293,2770.328,2857.151,9534057800,1.14156E+11,0.771494
2010/5/6,2838.951,2838.951,2734.999,2739.702,9264931600,1.13201E+11,-4.110703
2010/5/7,2685.992,2732.183,2665.812,2688.383,9202626000,1.08502E+11,-1.87316
2010/5/10,2690.859,2713.061,2646.589,2698.757,8185405000,95439351165,0.385883
2010/5/11,2745.604,2751.07,2638.533,2647.574,8789710700,1.00981E+11,-1.89654
2010/5/12,2628.019,2668.118,2604.198,2655.714,8254416000,90582042084,0.307451
2010/5/13,2653.579,2711.066,2646.896,2710.507,8307773300,90736116134,2.063212
2010/5/14,2692.096,2712.863,2677.19,2696.629,7336802400,82576727206,-0.512008
2010/5/17,2663.882,2663.882,2557.239,2559.931,8264832600,88207607273,-5.069218
2010/5/18,2555.141,2603.32,2529.625,2594.783,8279238600,84659769220,1.361443
2010/5/19,2581.63,2623.959,2554.984,2587.807,7137218600,76631733602,-0.268847
2010/5/20,2571.54,2609.639,2551.452,2555.94,6639004400,71961660671,-1.231429
2010/5/21,2492.575,2584.452,2481.974,2583.522,8385609000,86998295724,1.079133
2010/5/24,2596.318,2680.493,2596.318,2673.423,11249727200,1.21771E+11,3.479785
2010/5/25,2654.359,2659.74,2609.086,2622.63,9326905000,1.01697E+11,-1.899924
2010/5/26,2620.853,2644.941,2610.51,2625.793,6871046400,75202475317,0.120604
2010/5/27,2615.105,2662.081,2583.548,2655.918,8788356900,96516279206,1.147272
2010/5/28,2680.403,2686.542,2641.405,2655.767,8694799800,98648768129,-0.005685
2010/5/31,2647.868,2665.39,2591.535,2592.147,7874388200,87203750750,-2.395541
2010/6/1,2577.763,2598.897,2534.267,2568.283,7466611300,79814661764,-0.920627
2010/6/2,2548.542,2572.343,2521.057,2571.423,6486663400,69692518811,0.122261
2010/6/3,2575.77,2596.137,2551.529,2552.656,6950232800,74462434053,-0.729829
2010/6/4,2536.231,2556.969,2527.873,2553.593,5651849500,60645956512,0.036707
2010/6/7,2508.329,2527.104,2491.661,2511.729,6569798800,70153783990,-1.639416
2010/6/8,2510.084,2531.882,2491.647,2513.947,6303246800,69342653326,0.088306
2010/6/9,2523.879,2589.473,2501.118,2583.87,9603098400,1.02663E+11,2.781403
2010/6/10,2561.549,2581.047,2554.787,2562.58,7458396400,80569289039,-0.823958
2010/6/11,2574.899,2590.979,2566.616,2569.942,6651928000,73920367266,0.287289
2010/6/17,2588.965,2595.509,2559.723,2560.245,5495703900,61650699807,-0.377324
2010/6/18,2556.602,2568.861,2505.327,2513.222,6721845300,72840913127,-1.83666
2010/6/21,2517.292,2587.34,2504.315,2586.21,7855442500,81694028137,2.90416
2010/6/22,2579.631,2598.353,2572.962,2588.698,6368145900,65898436607,0.096203
2010/6/23,2576.343,2593.673,2546.52,2569.872,5877682200,61894821153,-0.727238
2010/6/24,2563.639,2586.898,2554.342,2566.745,4885657100,51020728774,-0.121679
2010/6/25,2556.54,2572.832,2534.269,2552.817,5007885200,51687997768,-0.542633
2010/6/28,2550.649,2561.485,2528.385,2535.278,4320393800,45257330899,-0.687045
2010/6/29,2534.496,2541.142,2425.927,2427.053,7374490400,71361871446,-4.268763
2010/6/30,2409.542,2411.441,2382.358,2398.37,5521056900,51154351344,-1.181804
2010/7/1,2393.947,2410.769,2371.778,2373.792,4996768600,46415158480,-1.024779
2010/7/2,2371.323,2386.4,2319.739,2382.901,6832957000,61545270262,0.383732
2010/7/5,2358.757,2378.088,2335.571,2363.947,4799645200,42999668091,-0.795417
2010/7/6,2358.284,2409.783,2356.553,2409.424,6136429500,55618257341,1.923774
2010/7/7,2407.665,2421.679,2392.567,2421.117,5611070000,52493745444,0.485303
2010/7/8,2429.676,2436.283,2402.002,2415.15,5448595400,50449202547,-0.246456
2010/7/9,2416.58,2485.6,2398.676,2470.923,8589014800,81834661782,2.309298
2010/7/12,2468.541,2501.024,2455.814,2490.718,8292234900,81580605523,0.801118
2010/7/13,2468.69,2468.69,2439.243,2450.286,6632701900,63392043161,-1.623307
2010/7/14,2456.103,2494.589,2456.103,2470.44,7294614500,70221217635,0.822516
2010/7/15,2465.989,2487.237,2423.649,2424.304,10553923900,72186340164,-1.867522
2010/7/16,2414.681,2428.464,2389.071,2424.271,7079330300,55992242757,-0.001361
2010/7/19,2399.58,2484.194,2392.273,2475.421,8883896200,79475296791,2.109913
2010/7/20,2477.753,2530.331,2477.46,2528.73,11859837400,1.11642E+11,2.153533
2010/7/21,2529.619,2553.452,2520.149,2535.394,11424783200,1.05773E+11,0.263531
2010/7/22,2525.976,2563.239,2522.201,2562.406,10593421700,95754900539,1.065397
2010/7/23,2566.851,2579.523,2549.237,2572.028,11437314900,1.01169E+11,0.375506
2010/7/26,2576.372,2589.484,2556.466,2588.683,9332648600,88588775159,0.647543
2010/7/27,2581.59,2587.997,2565.636,2575.368,8660523600,85156951250,-0.514354
2010/7/28,2574.322,2636.002,2564.156,2633.663,12897953800,1.21947E+11,2.26356
2010/7/29,2635.048,2656.408,2623.944,2648.116,13912360500,1.312E+11,0.548779
2010/7/30,2642.852,2643.035,2614.732,2637.503,9477378800,94120939832,-0.400775
2010/8/2,2635.807,2675.762,2633.647,2672.516,11294463300,1.10229E+11,1.327506
2010/8/3,2678.791,2681.786,2626.722,2627.002,12797109400,1.30397E+11,-1.703039
2010/8/4,2620.499,2638.898,2589.988,2638.522,11212373700,1.12846E+11,0.438523
2010/8/5,2636.243,2640.589,2606.622,2620.757,11351438200,1.15426E+11,-0.673294
2010/8/6,2618.713,2659.412,2598.913,2658.392,12092728600,1.2337E+11,1.436035
2010/8/9,2656.364,2676.09,2650.397,2672.533,11996475000,1.26565E+11,0.531938
2010/8/10,2672.793,2675.313,2594.336,2595.274,12701002100,1.29568E+11,-2.890853
2010/8/11,2587.615,2618.451,2586.018,2607.497,8694146100,88759712122,0.470971
2010/8/12,2584.919,2608.761,2570.963,2575.475,9267520300,96005861114,-1.228074
2010/8/13,2576.687,2607.033,2564.838,2606.7,8882045000,91346885772,1.212398
2010/8/16,2603.792,2665.314,2596.771,2661.708,12586282300,1.30747E+11,2.110254
2010/8/17,2663.184,2677.57,2654.011,2671.893,12263829400,1.28598E+11,0.382649
2010/8/18,2674.501,2687.76,2654.408,2666.301,13625434800,1.28831E+11,-0.20929
2010/8/19,2669.431,2701.93,2659.297,2687.979,12844161300,1.33234E+11,0.813036
2010/8/20,2677.019,2683.288,2636.908,2642.307,11617218400,1.19817E+11,-1.69912
2010/8/23,2637.82,2656.116,2629.707,2639.366,8813653900,91492887899,-0.111304
2010/8/24,2636.532,2667.171,2614.563,2650.307,10724363900,1.06318E+11,0.414531
2010/8/25,2634.95,2645.503,2595.728,2596.58,10969582800,1.08266E+11,-2.027199
2010/8/26,2604.882,2616.962,2590.614,2603.481,8031385700,81805454776,0.265773
2010/8/27,2602.501,2613.487,2588.643,2610.742,7046609400,75183467794,0.278896
2010/8/30,2622.266,2656.355,2620.19,2652.664,11047952500,1.20862E+11,1.60575
2010/8/31,2644.787,2647.253,2626.793,2638.798,11089024500,1.24754E+11,-0.52272
2010/9/1,2641.053,2662.876,2604.487,2622.882,12716494000,1.38494E+11,-0.603153
2010/9/2,2646.893,2659.978,2636.418,2655.776,12407623800,1.42066E+11,1.254117
2010/9/3,2658.129,2660.539,2631.851,2655.394,12945652600,1.45978E+11,-0.014384
2010/9/6,2667.195,2698.601,2664.239,2696.25,14420906600,1.60244E+11,1.538604
2010/9/7,2698.218,2704.933,2679.023,2698.363,11223153900,1.2362E+11,0.078368
2010/9/8,2687.711,2695.845,2674.321,2695.291,11351940900,1.30961E+11,-0.113847
2010/9/9,2698.638,2698.638,2651.602,2656.352,13298943400,1.56159E+11,-1.444705
2010/9/10,2657.235,2667.837,2628.829,2663.209,11304115100,1.3413E+11,0.258136
2010/9/13,2665.655,2696.674,2660.607,2688.32,11791891400,1.40796E+11,0.942885
2010/9/14,2694.069,2703.781,2678.974,2688.522,12071241000,1.41033E+11,0.007514
2010/9/15,2688.386,2688.49,2645.864,2652.503,12203981500,1.38475E+11,-1.339732
2010/9/16,2646.921,2653.272,2583.337,2602.465,11899820000,1.28503E+11,-1.886445
2010/9/17,2607.551,2615.079,2592.535,2598.689,8317135700,94665866014,-0.145093
2010/9/20,2601.482,2607.347,2573.629,2588.713,7946951900,89768763349,-0.383886
2010/9/21,2593.763,2601.099,2580.177,2591.55,5810140600,66352718905,0.109591
2010/9/27,2600.54,2629.045,2597.139,2627.967,7684465800,90540412834,1.405221
2010/9/28,2625.326,2625.326,2607.018,2611.354,9311743000,1.15013E+11,-0.632162
2010/9/29,2608.919,2634.124,2603.927,2610.678,8861866300,1.05884E+11,-0.025887
2010/9/30,2599.715,2655.999,2597.597,2655.658,8958036100,1.07082E+11,1.722924
2010/10/8,2681.253,2747.805,2677.994,2738.744,13575954300,1.67621E+11,3.128641
2010/10/11,2755.026,2823.597,2755.026,2806.942,20753526500,2.5347E+11,2.49012
2010/10/12,2795.764,2843.428,2782.341,2841.407,16742832700,2.11787E+11,1.227849
2010/10/13,2842.138,2862.035,2826.221,2861.361,18528167100,2.28385E+11,0.702258
2010/10/14,2881.552,2919.414,2864.519,2879.636,22946170900,2.64686E+11,0.638682
2010/10/15,2863.738,2971.16,2858.216,2971.16,23656855800,2.72951E+11,3.178318
2010/10/18,2985.462,3026.099,2944.715,2955.227,26331693800,3.01231E+11,-0.536255
2010/10/19,2949.63,3002.371,2931.91,3001.853,17066782800,1.99631E+11,1.577747
2010/10/20,2947.511,3041.151,2942.505,3003.951,20780442400,2.62065E+11,0.06989
2010/10/21,3009.225,3018.244,2958.546,2983.533,16143614100,2.05073E+11,-0.679705
2010/10/22,2976.754,2997.624,2954.619,2975.043,14707988100,1.94902E+11,-0.284562
2010/10/25,2979.706,3051.539,2959.298,3051.419,19211424300,2.51711E+11,2.567223
2010/10/26,3065.844,3073.384,3017.818,3041.543,19877890800,2.60362E+11,-0.323653
2010/10/27,3031.645,3056.399,2988.871,2997.048,17626828000,2.30105E+11,-1.462909
2010/10/28,2989.29,3007.013,2969.304,2992.579,14353793300,1.85681E+11,-0.149113
2010/10/29,2993.296,2996.774,2955.48,2978.835,14710975400,1.9456E+11,-0.459269
2010/11/1,2986.886,3054.05,2986.886,3054.021,18624318000,2.51047E+11,2.524007
2010/11/2,3061.631,3089.568,3029.324,3045.434,22494728300,3.06509E+11,-0.28117
2010/11/3,3044.022,3069.066,3017.098,3030.988,18984803200,2.43968E+11,-0.474349
2010/11/4,3035.366,3087.421,3035.366,3086.939,17685709600,2.28103E+11,1.845966
2010/11/5,3129.87,3142.589,3105.921,3129.497,21195580300,2.73178E+11,1.378647
2010/11/8,3140.395,3160.699,3124.091,3159.512,20541796000,2.59242E+11,0.9591
2010/11/9,3159.019,3159.019,3110.343,3135,19245574600,2.48089E+11,-0.775816
2010/11/10,3120.44,3124.256,3093.878,3115.356,18505242300,2.48977E+11,-0.626603
2010/11/11,3108.511,3186.72,3102.774,3147.744,21027474300,2.86984E+11,1.039624
2010/11/12,3121.922,3150.146,2975.163,2985.435,23308495800,2.98406E+11,-5.15636
2010/11/15,2984.872,3016.131,2939.68,3014.413,15315244800,1.97094E+11,0.970646
2010/11/16,3007.643,3007.643,2885.753,2894.538,17108937300,2.21674E+11,-3.976728
2010/11/17,2852.478,2891.052,2824.121,2838.857,12378026100,1.58702E+11,-1.923658
2010/11/18,2855.605,2873.696,2827.179,2865.452,10222618200,1.27771E+11,0.936821
2010/11/19,2879.655,2888.75,2806.644,2888.566,12377846000,1.55775E+11,0.806644
2010/11/22,2861.606,2904.97,2852.774,2884.371,12711771600,1.62685E+11,-0.145228
2010/11/23,2872.172,2872.172,2791.584,2828.282,11631195600,1.4508E+11,-1.944583
2010/11/24,2794.864,2861.485,2794.864,2859.936,11615623800,1.47882E+11,1.119195
2010/11/25,2875.858,2901.675,2856.962,2898.261,13160845300,1.67185E+11,1.340065
2010/11/26,2890.287,2894.421,2851.957,2871.698,11086619100,1.43564E+11,-0.916515
2010/11/29,2861.149,2878.827,2841.795,2866.356,10245254200,1.33973E+11,-0.186022
2010/11/30,2863.412,2881.16,2758.924,2820.181,13932486300,1.73085E+11,-1.61093
2010/12/1,2810.543,2834.199,2795.811,2823.449,8126329600,1.04258E+11,0.115879
